1675861200000,23122.88000000,23141.80000000,23082.47000000,23116.56000000,4006.11567000,1675862099999,92594253.92845160,105819,1970.65298000,45549559.67219180,0
1675862100000,23117.43000000,23119.72000000,23060.01000000,23065.60000000,3760.89140000,1675862999999,86841436.23814460,107746,1826.94090000,42186570.63137390,0
1675863000000,23064.93000000,23131.16000000,23043.72000000,23128.69000000,3851.42511000,1675863899999,88972933.77086440,104552,1884.76414000,43542382.14377970,0
1675863900000,23128.69000000,23133.13000000,23099.08000000,23114.88000000,2615.22007000,1675864799999,60452663.61051170,81389,1285.89354000,29724844.34663110,0
1675864800000,23114.87000000,23114.87000000,23061.00000000,23075.95000000,2825.49520000,1675865699999,65212503.30219170,88058,1362.53720000,31447885.83876940,0
1675865700000,23075.95000000,23101.83000000,23039.29000000,23063.98000000,3003.89380000,1675866599999,69312365.73167260,92528,1537.64841000,35481319.32619570,0
1675866600000,23063.44000000,23132.36000000,23005.00000000,23114.16000000,6242.51475000,1675867499999,144021850.75317510,164655,3168.16338000,73098603.07965360,0
1675867500000,23112.93000000,23129.14000000,22990.14000000,23051.91000000,7013.12513000,1675868399999,161715911.73743750,170316,3313.91505000,76425380.20910990,0
1675868400000,23050.60000000,23051.91000000,22937.59000000,22942.82000000,6808.20864000,1675869299999,156509633.32565010,172923,3355.03620000,77128675.32238810,0
1675869300000,22942.82000000,23000.00000000,22922.00000000,22953.75000000,4484.44833000,1675870199999,102988954.06909480,126244,2212.82809000,50819701.64258800,0
1675870200000,22953.75000000,22955.00000000,22870.00000000,22903.25000000,5762.14582000,1675871099999,131972865.32362620,149904,2737.03813000,62686990.00361090,0
1675871100000,22902.07000000,22920.00000000,22857.00000000,22872.28000000,4804.92651000,1675871999999,109961507.55606020,132459,2323.87393000,53187792.30755790,0
1675872000000,22871.28000000,22889.99000000,22800.00000000,22808.70000000,6347.80525000,1675872899999,145013814.18558620,161161,2843.00406000,64955281.73291880,0
1675872900000,22808.70000000,22833.15000000,22665.85000000,22803.19000000,10091.32492000,1675873799999,229639133.84605300,222167,4909.78511000,111727133.61761680,0
