open_time,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
1675057200000,23692.94000000,23694.18000000,23685.83000000,23693.13000000,75.75741000,1675057259999,1794758.45377810,2837,33.51995000,794128.97251040,0
1675057260000,23692.68000000,23706.39000000,23691.56000000,23704.73000000,118.00609000,1675057319999,2796663.08955850,3603,75.34843000,1785706.28356720,0
1675057320000,23705.66000000,23705.66000000,23699.00000000,23700.00000000,95.97772000,1675057379999,2274794.16474800,2904,38.46065000,911584.41354250,0
1675057380000,23700.00000000,23711.00000000,23698.94000000,23708.30000000,98.05144000,1675057439999,2324434.19957680,3582,52.52353000,1245157.13056100,0
1675057440000,23707.77000000,23717.10000000,23707.51000000,23711.20000000,153.13590000,1675057499999,3631146.19517260,4647,89.00859000,2110612.84725450,0
1675057500000,23711.20000000,23712.46000000,23705.38000000,23706.20000000,75.26113000,1675057559999,1784359.89101660,2587,38.88338000,921906.16615510,0
1675057560000,23706.84000000,23716.63000000,23705.82000000,23713.88000000,151.08228000,1675057619999,3582540.38006900,3187,106.97933000,2536755.88383770,0
1675057620000,23713.88000000,23714.08000000,23707.99000000,23710.75000000,73.17393000,1675057679999,1735042.79155880,2587,36.21706000,858761.93087170,0
1675057680000,23710.74000000,23711.52000000,23705.37000000,23707.34000000,56.33227000,1675057739999,1335523.55381820,1532,23.18346000,549646.63839940,0
1675057740000,23706.65000000,23714.59000000,23703.64000000,23710.90000000,120.00031000,1675057799999,2845025.18167820,3144,70.73547000,1677047.87009660,0
1675057800000,23710.22000000,23714.06000000,23707.56000000,23711.36000000,110.33848000,1675057859999,2616269.50410420,3124,62.57426000,1483736.40831370,0
1675057860000,23711.89000000,23714.48000000,23706.96000000,23708.03000000,83.69380000,1675057919999,1984392.18810780,2347,41.16927000,976142.38091640,0
1675057920000,23708.03000000,23714.47000000,23707.52000000,23709.21000000,60.11560000,1675057979999,1425431.86242070,2147,32.44141000,769244.15998320,0
1675057980000,23709.21000000,23717.94000000,23708.82000000,23717.86000000,98.67762000,1675058039999,2339983.29216830,2908,58.73001000,1392701.16723490,0
1675058040000,23717.18000000,23720.00000000,23700.01000000,23701.56000000,166.70381000,1675058099999,3952810.31523800,3767,65.59077000,1555322.45387360,0
1675058100000,23701.56000000,23720.00000000,23698.00000000,23718.38000000,168.55252000,1675058159999,3995747.91240880,4223,94.07692000,2230325.39555200,0
1675058160000,23718.38000000,23726.02000000,23716.51000000,23722.09000000,158.53284000,1675058219999,3760727.73660700,4132,88.09628000,2089876.38076430,0
1675058220000,23722.09000000,23728.09000000,23720.33000000,23727.47000000,104.11844000,1675058279999,2470131.73174990,3112,65.96933000,1565110.15683480,0
1675058280000,23727.47000000,23733.86000000,23721.09000000,23721.72000000,262.33454000,1675058339999,6224167.98484370,4305,152.56685000,3619821.13731090,0
1675058340000,23722.61000000,23733.30000000,23720.83000000,23728.71000000,105.08397000,1675058399999,2493398.79493850,2931,52.04363000,1234912.04187060,0
1675058400000,23728.71000000,23735.40000000,23726.37000000,23730.00000000,162.16370000,1675058459999,3848403.54942940,4907,83.73596000,1987221.07385390,0
1675058460000,23730.00000000,23739.06000000,23722.14000000,23736.00000000,180.46641000,1675058519999,4282627.10894610,4514,96.23629000,2283860.75185460,0
1675058520000,23736.00000000,23742.58000000,23729.68000000,23734.26000000,173.10197000,1675058579999,4108794.16187920,4320,95.43779000,2265445.06147750,0
1675058580000,23734.26000000,23742.94000000,23732.32000000,23734.01000000,121.04988000,1675058639999,2873451.46378680,3699,67.39745000,1599893.39040650,0
1675058640000,23734.01000000,23737.31000000,23727.06000000,23734.06000000,82.88417000,1675058699999,1967119.48496770,2499,41.26158000,979314.13152320,0
1675058700000,23734.65000000,23734.65000000,23725.68000000,23730.12000000,105.31130000,1675058759999,2499084.89996620,3293,48.36705000,1147800.20275290,0
1675058760000,23730.12000000,23733.80000000,23725.87000000,23727.75000000,78.57462000,1675058819999,1864559.31551570,2675,41.62974000,987888.56600940,0
1675058820000,23727.75000000,23727.95000000,23718.38000000,23718.85000000,115.97583000,1675058879999,2751234.10256040,3135,56.21809000,1333643.12807720,0
1675058880000,23718.85000000,23732.05000000,23715.94000000,23722.87000000,115.47951000,1675058939999,2739737.72832340,3216,53.69317000,1273886.94771460,0
1675058940000,23722.87000000,23739.99000000,23721.26000000,23735.72000000,150.75008000,1675058999999,3577606.71338970,3599,75.22016000,1785098.70851540,0
1675059000000,23735.10000000,23744.60000000,23734.70000000,23736.33000000,161.11801000,1675059059999,3824876.63035690,4076,82.73006000,1964000.40902100,0
1675059060000,23736.33000000,23737.38000000,23729.06000000,23732.91000000,99.13397000,1675059119999,2352795.42091410,3162,48.27931000,1145852.30628910,0
1675059120000,23734.00000000,23741.79000000,23732.92000000,23737.39000000,90.43680000,1675059179999,2146704.82157510,2815,55.31286000,1312951.94979260,0
1675059180000,23736.41000000,23737.74000000,23731.13000000,23735.76000000,81.28836000,1675059239999,1929375.07052840,2431,45.15708000,1071810.17757870,0
1675059240000,23735.42000000,23736.33000000,23728.55000000,23730.37000000,97.63191000,1675059299999,2317036.26596800,2990,43.06796000,1022117.04101960,0
1675059300000,23730.37000000,23739.65000000,23728.57000000,23736.17000000,97.13902000,1675059359999,2305535.85720520,3232,52.36267000,1242816.42343190,0
1675059360000,23735.47000000,23739.65000000,23728.31000000,23730.99000000,83.44190000,1675059419999,1980424.49188480,2946,39.40850000,935342.17483040,0
1675059420000,23730.99000000,23733.99000000,23727.03000000,23730.18000000,76.73979000,1675059479999,1821084.75197320,3188,37.31168000,885445.57469700,0
1675059480000,23729.69000000,23730.18000000,23716.11000000,23719.71000000,148.50089000,1675059539999,3522796.83124800,4841,71.02288000,1684876.57747760,0
1675059540000,23719.28000000,23720.90000000,23713.00000000,23716.48000000,141.72847000,1675059599999,3361248.63877440,4344,67.06881000,1590672.72017490,0
1675059600000,23717.24000000,23723.35000000,23712.70000000,23716.34000000,129.36873000,1675059659999,3068232.58389840,4153,70.94504000,1682634.07958010,0
1675059660000,23717.02000000,23720.04000000,23712.70000000,23715.57000000,99.26240000,1675059719999,2354126.48849590,3533,53.83741000,1276841.88785480,0
1675059720000,23714.91000000,23719.49000000,23714.13000000,23716.20000000,67.71511000,1675059779999,1605998.42791750,2739,34.46191000,817346.19135630,0
1675059780000,23717.06000000,23728.07000000,23716.14000000,23723.49000000,94.79064000,1675059839999,2248818.18606490,2947,59.03652000,1400575.05239260,0
1675059840000,23724.16000000,23726.70000000,23720.41000000,23721.56000000,81.41454000,1675059899999,1931437.42125660,2588,40.58073000,962735.87550500,0
1675059900000,23721.55000000,23724.89000000,23717.45000000,23723.36000000,51.28829000,1675059959999,1216662.29141030,1907,24.12254000,572256.03055130,0
1675059960000,23722.62000000,23726.00000000,23720.57000000,23721.71000000,71.06803000,1675060019999,1685992.24173340,2076,42.11321000,999085.67794100,0
1675060020000,23721.71000000,23727.90000000,23714.31000000,23725.15000000,128.71504000,1675060079999,3053255.25513880,3038,58.33126000,1383733.09317400,0
1675060080000,23725.35000000,23733.91000000,23720.95000000,23723.47000000,157.52606000,1675060139999,3737744.41069280,4242,87.31105000,2071746.33818760,0
1675060140000,23724.42000000,23727.99000000,23719.49000000,23727.98000000,80.77178000,1675060199999,1916151.97202420,2527,41.94544000,995089.45813420,0
1675060200000,23727.98000000,23731.88000000,23725.36000000,23727.56000000,149.46099000,1675060259999,3546524.52393320,3172,93.21929000,2212031.63847000,0
1675060260000,23727.56000000,23728.22000000,23712.42000000,23713.87000000,171.09079000,1675060319999,4058157.18629620,3529,51.04822000,1210867.69646670,0
1675060320000,23714.50000000,23717.24000000,23709.18000000,23710.04000000,95.34306000,1675060379999,2260895.59476980,3053,42.83454000,1015784.44187010,0
1675060380000,23710.78000000,23711.22000000,23697.85000000,23702.34000000,262.64097000,1675060439999,6225676.13650900,5581,103.82114000,2461039.12028210,0
1675060440000,23702.34000000,23708.64000000,23698.18000000,23701.97000000,127.80432000,1675060499999,3029435.93099020,3600,68.48682000,1623431.13823110,0
1675060500000,23701.97000000,23705.79000000,23696.61000000,23702.68000000,127.53061000,1675060559999,3022704.96812770,3345,67.67101000,1603957.86550640,0
1675060560000,23702.68000000,23706.97000000,23699.04000000,23703.53000000,105.68065000,1675060619999,2504915.94864390,2793,53.37551000,1265142.73993500,0
1675060620000,23703.81000000,23705.71000000,23694.84000000,23701.99000000,135.98672000,1675060679999,3222703.91893900,3774,64.08217000,1518675.18581080,0
1675060680000,23701.99000000,23704.10000000,23683.00000000,23684.62000000,221.54369000,1675060739999,5248633.23603660,4911,66.61618000,1578296.00218000,0
1675060740000,23684.03000000,23694.43000000,23683.29000000,23686.76000000,130.81285000,1675060799999,3098828.38538980,3565,69.32857000,1642363.34442810,0
1675060800000,23686.76000000,23688.75000000,23677.00000000,23679.39000000,253.92843000,1675060859999,6013350.67918190,5771,98.72677000,2338087.97253310,0
1675060860000,23678.36000000,23693.06000000,23658.00000000,23686.64000000,542.56466000,1675060919999,12846315.05079040,10273,228.66417000,5414255.08562390,0
1675060920000,23684.61000000,23688.83000000,23671.24000000,23676.60000000,191.79739000,1675060979999,4541917.40534740,5248,97.55322000,2310206.36789930,0
1675060980000,23676.60000000,23685.75000000,23672.16000000,23681.56000000,146.24955000,1675061039999,3463037.54366610,4001,72.25498000,1710966.63485620,0
1675061040000,23681.75000000,23684.67000000,23675.11000000,23682.51000000,105.03534000,1675061099999,2487309.84021840,2930,55.34465000,1310639.11962080,0
1675061100000,23683.09000000,23694.83000000,23679.26000000,23694.26000000,121.05705000,1675061159999,2867516.87562560,3553,73.22275000,1734482.40446170,0
1675061160000,23694.82000000,23699.60000000,23683.02000000,23685.52000000,164.39575000,1675061219999,3895030.29745400,4559,79.93407000,1893927.72591560,0
1675061220000,23685.01000000,23693.31000000,23683.50000000,23688.53000000,80.50247000,1675061279999,1907045.11566610,2610,42.57543000,1008593.12652150,0
1675061280000,23688.53000000,23690.19000000,23680.12000000,23683.73000000,74.61471000,1675061339999,1767307.69607040,2421,36.24514000,858501.47062850,0
1675061340000,23683.73000000,23684.90000000,23675.19000000,23684.42000000,141.52354000,1675061399999,3351322.39620730,2916,65.84053000,1559146.33564010,0
1675061400000,23683.74000000,23693.63000000,23683.55000000,23690.41000000,99.68091000,1675061459999,2361421.53057830,3057,50.00192000,1184537.81469920,0
1675061460000,23690.41000000,23698.99000000,23687.86000000,23690.48000000,200.62697000,1675061519999,4753587.53836930,3432,126.43203000,2995662.59284560,0
1675061520000,23690.49000000,23696.26000000,23689.02000000,23693.98000000,81.49760000,1675061579999,1930873.70234840,2413,48.38014000,1146248.95780710,0
1675061580000,23693.16000000,23694.71000000,23687.65000000,23689.61000000,92.43054000,1675061639999,2189733.12877740,2786,47.77320000,1131791.57601050,0
1675061640000,23689.61000000,23695.60000000,23688.92000000,23693.24000000,111.07441000,1675061699999,2631572.40961890,2737,57.41854000,1360384.52587570,0
1675061700000,23693.13000000,23695.35000000,23689.42000000,23693.95000000,66.51316000,1675061759999,1575872.29617470,2383,31.38451000,743599.49350770,0
1675061760000,23693.17000000,23697.51000000,23691.38000000,23696.58000000,99.26138000,1675061819999,2351969.92102150,2926,53.62577000,1270664.16712540,0
1675061820000,23696.58000000,23704.55000000,23690.06000000,23701.60000000,121.07855000,1675061879999,2869316.70177630,3439,62.38243000,1478367.29246850,0
1675061880000,23701.60000000,23703.23000000,23695.54000000,23700.00000000,93.41494000,1675061939999,2213801.42159940,2716,47.02339000,1114396.84871210,0
1675061940000,23699.82000000,23701.20000000,23691.64000000,23692.38000000,92.34240000,1675061999999,2188210.19858660,2514,34.57686000,819381.38636870,0
1675062000000,23691.84000000,23703.83000000,23688.20000000,23700.11000000,176.04806000,1675062059999,4171247.75984370,4170,93.58542000,2217485.87968590,0
1675062060000,23700.11000000,23702.62000000,23690.64000000,23693.69000000,130.54712000,1675062119999,3093651.84463610,3707,59.37199000,1407016.92247970,0
1675062120000,23693.50000000,23695.35000000,23685.49000000,23689.99000000,130.90309000,1675062179999,3100932.87781120,3552,60.09895000,1423708.26459790,0
1675062180000,23689.42000000,23698.62000000,23687.94000000,23698.54000000,116.59458000,1675062239999,2762636.60495560,3199,64.14015000,1519774.72964160,0
1675062240000,23698.54000000,23703.45000000,23694.30000000,23702.81000000,153.44369000,1675062299999,3636490.28038140,2778,102.11002000,2419989.60484730,0
1675062300000,23703.43000000,23706.36000000,23697.42000000,23701.98000000,89.60133000,1675062359999,2123737.49523960,2979,41.76693000,989987.62571600,0
1675062360000,23701.98000000,23703.54000000,23698.63000000,23701.87000000,61.07834000,1675062419999,1447619.92341820,2132,24.80240000,587853.67190380,0
1675062420000,23701.34000000,23705.00000000,23698.64000000,23700.31000000,127.82476000,1675062479999,3029617.55618090,3344,64.72039000,1533991.72745380,0
1675062480000,23700.00000000,23702.16000000,23690.42000000,23694.17000000,178.50433000,1675062539999,4229911.96174080,4296,77.63501000,1839703.52802810,0
1675062540000,23694.17000000,23701.04000000,23692.42000000,23698.00000000,120.66599000,1675062599999,2859375.42174360,3263,62.16868000,1473217.27801660,0
1675062600000,23698.28000000,23699.53000000,23685.33000000,23687.45000000,127.68803000,1675062659999,3024977.26176250,3863,54.49163000,1290934.81036370,0
1675062660000,23688.27000000,23690.85000000,23685.32000000,23688.58000000,80.00900000,1675062719999,1895264.08314130,2505,36.71160000,869642.42463320,0
1675062720000,23688.86000000,23690.57000000,23684.88000000,23689.45000000,93.18839000,1675062779999,2207445.76210150,2690,47.68995000,1129703.63260000,0
1675062780000,23689.45000000,23693.41000000,23671.80000000,23673.17000000,139.47026000,1675062839999,3302993.51195010,3669,50.63255000,1199118.16492460,0
1675062840000,23673.17000000,23677.78000000,23664.64000000,23667.73000000,230.29487000,1675062899999,5451442.79869840,4723,84.10939000,1991051.14734630,0
1675062900000,23668.96000000,23678.77000000,23660.07000000,23675.81000000,182.92376000,1675062959999,4329830.23250240,5141,105.98637000,2508733.29363260,0
1675062960000,23675.81000000,23680.74000000,23659.00000000,23661.38000000,218.23441000,1675063019999,5164975.96186980,5085,79.97481000,1892886.80525260,0
1675063020000,23662.27000000,23665.54000000,23652.00000000,23653.81000000,186.88974000,1675063079999,4421800.16766950,5228,85.44855000,2021811.55275390,0
1675063080000,23654.40000000,23666.87000000,23647.00000000,23656.64000000,277.12111000,1675063139999,6555360.47927500,6470,122.11930000,2888865.19541730,0
1675063140000,23657.14000000,23662.28000000,23641.87000000,23653.56000000,197.87547000,1675063199999,4680065.95331480,5095,76.78022000,1816024.35172320,0
1675063200000,23653.56000000,23660.00000000,23647.18000000,23654.81000000,117.51309000,1675063259999,2779731.07881670,3841,51.43887000,1216805.22532170,0
1675063260000,23654.81000000,23658.00000000,23630.72000000,23642.24000000,307.68771000,1675063319999,7274222.79993060,6264,165.82036000,3920271.69625490,0
1675063320000,23641.30000000,23643.62000000,23618.67000000,23623.27000000,346.71182000,1675063379999,8192578.61750430,6175,125.18967000,2958111.28210390,0
1675063380000,23623.27000000,23625.88000000,23599.15000000,23612.03000000,687.63803000,1675063439999,16235599.78045440,10523,285.62169000,6744382.02567040,0
1675063440000,23611.54000000,23626.74000000,23609.88000000,23613.86000000,187.24854000,1675063499999,4422561.55143000,5388,94.33546000,2228157.64307770,0
1675063500000,23613.86000000,23625.02000000,23603.08000000,23624.25000000,221.12101000,1675063559999,5221707.91994560,5440,126.40429000,2985113.14093330,0
1675063560000,23624.99000000,23637.63000000,23622.14000000,23637.25000000,186.18486000,1675063619999,4399350.61780990,5139,94.72646000,2238378.13851940,0
1675063620000,23636.08000000,23638.25000000,23616.41000000,23628.32000000,203.39508000,1675063679999,4805285.44856990,5344,97.55374000,2304718.44216520,0
1675063680000,23629.05000000,23634.21000000,23624.17000000,23624.53000000,104.95635000,1675063739999,2480002.29377510,3126,51.20272000,1209880.42356290,0
1675063740000,23624.53000000,23632.83000000,23624.08000000,23629.12000000,71.86536000,1675063799999,1698074.83939760,2496,36.91893000,872347.82585990,0
1675063800000,23629.82000000,23633.66000000,23624.82000000,23629.17000000,137.73652000,1675063859999,3254576.37802240,4046,73.18579000,1729338.08141250,0
1675063860000,23630.10000000,23641.38000000,23628.47000000,23639.08000000,125.58920000,1675063919999,2968374.86972370,3767,64.84782000,1532755.81719710,0
1675063920000,23639.08000000,23643.11000000,23634.12000000,23636.57000000,94.42851000,1675063979999,2232225.30361340,2909,46.56702000,1100818.25989490,0
1675063980000,23636.57000000,23644.92000000,23633.77000000,23642.81000000,167.75726000,1675064039999,3965849.80765520,3773,117.40836000,2775625.00963610,0
1675064040000,23642.79000000,23654.62000000,23634.79000000,23650.88000000,287.38995000,1675064099999,6795144.20353990,4727,164.45358000,3888777.08564690,0
1675064100000,23651.24000000,23654.99000000,23640.00000000,23653.12000000,120.31590000,1675064159999,2845247.73747310,3392,55.26027000,1306835.81302930,0
1675064160000,23653.12000000,23653.12000000,23638.52000000,23641.96000000,111.30235000,1675064219999,2631853.46511980,3481,53.33384000,1261137.10026740,0
1675064220000,23641.34000000,23652.00000000,23641.20000000,23648.88000000,181.89641000,1675064279999,4301489.88170120,3444,106.74174000,2524307.50478050,0
1675064280000,23648.35000000,23655.72000000,23642.22000000,23646.00000000,111.09178000,1675064339999,2627335.84744410,3220,56.39648000,1333829.48857480,0
1675064340000,23645.41000000,23653.36000000,23642.59000000,23652.00000000,107.40991000,1675064399999,2540099.02305290,3026,60.39530000,1428290.37140660,0
1675064400000,23651.49000000,23657.28000000,23642.19000000,23645.74000000,128.86227000,1675064459999,3047803.59332240,3839,53.35227000,1261907.01656310,0
1675064460000,23645.74000000,23648.71000000,23639.31000000,23641.62000000,160.67829000,1675064519999,3799149.86230320,4192,60.31680000,1426196.77796330,0
1675064520000,23641.62000000,23648.16000000,23639.69000000,23643.63000000,98.49437000,1675064579999,2328728.04060390,3232,42.21699000,998171.43717950,0
1675064580000,23643.40000000,23648.34000000,23639.27000000,23643.04000000,124.23481000,1675064639999,2937403.59982250,3408,54.95880000,1299459.82472050,0
1675064640000,23643.52000000,23644.73000000,23636.23000000,23639.79000000,60.54611000,1675064699999,1431320.07742670,2414,28.97726000,685043.47027040,0
1675064700000,23639.25000000,23648.77000000,23638.47000000,23647.57000000,69.93397000,1675064759999,1653447.08099010,2423,38.92232000,920262.31166700,0
1675064760000,23648.34000000,23653.02000000,23633.71000000,23636.03000000,112.55858000,1675064819999,2661290.42591990,3513,45.53145000,1076589.51434280,0
1675064820000,23636.87000000,23641.92000000,23634.64000000,23639.52000000,62.55389000,1675064879999,1478708.57200010,2629,28.56215000,675190.50658740,0
1675064880000,23639.52000000,23643.18000000,23631.21000000,23631.22000000,127.81859000,1675064939999,3021368.29800840,3288,43.78362000,1034987.70738080,0
1675064940000,23632.27000000,23636.64000000,23622.13000000,23625.44000000,178.40868000,1675064999999,4215802.20884700,4542,83.64368000,1976520.44377910,0
1675065000000,23624.92000000,23631.94000000,23619.52000000,23630.78000000,111.99872000,1675065059999,2646117.44838320,3413,58.51073000,1382434.85459630,0
1675065060000,23630.78000000,23649.73000000,23630.00000000,23647.87000000,126.74949000,1675065119999,2996430.51651770,3933,70.71611000,1671807.08874760,0
1675065120000,23647.87000000,23648.87000000,23638.02000000,23640.79000000,113.64305000,1675065179999,2686807.79752470,3588,46.26298000,1093779.47405450,0
1675065180000,23640.79000000,23644.23000000,23635.06000000,23641.64000000,101.01505000,1675065239999,2388022.49912720,3431,55.59412000,1314289.68673390,0
1675065240000,23640.61000000,23643.52000000,23635.54000000,23641.37000000,76.25603000,1675065299999,1802678.75891780,3018,41.03474000,970060.46976090,0
1675065300000,23641.37000000,23646.35000000,23637.64000000,23640.95000000,89.61037000,1675065359999,2118584.22529270,3258,49.66977000,1174309.49223740,0
1675065360000,23640.95000000,23653.00000000,23631.33000000,23651.37000000,180.65779000,1675065419999,4270949.65664600,4714,101.79571000,2406671.91290340,0
1675065420000,23651.37000000,23657.15000000,23642.52000000,23645.08000000,330.56812000,1675065479999,7818550.18203530,4801,218.26723000,5162556.88666600,0
1675065480000,23644.13000000,23648.50000000,23635.88000000,23648.13000000,102.77719000,1675065539999,2429730.67962780,3328,54.92648000,1298529.18155660,0
1675065540000,23648.48000000,23649.99000000,23641.90000000,23642.81000000,84.45192000,1675065599999,1997052.13143330,2982,42.24013000,998874.53069980,0
1675065600000,23642.81000000,23643.99000000,23632.90000000,23637.79000000,174.40184000,1675065659999,4122397.64030920,4600,79.22658000,1872724.85704320,0
1675065660000,23637.77000000,23641.29000000,23630.34000000,23634.07000000,179.76433000,1675065719999,4248730.26723430,3915,62.76643000,1483556.59493420,0
1675065720000,23634.81000000,23649.66000000,23630.34000000,23646.82000000,124.25064000,1675065779999,2937172.22689110,4021,72.84202000,1721952.70291850,0
1675065780000,23646.82000000,23657.15000000,23644.93000000,23654.03000000,202.95142000,1675065839999,4800080.73574350,4404,137.78146000,3258726.04868380,0
1675065840000,23653.72000000,23660.70000000,23648.00000000,23650.21000000,230.35800000,1675065899999,5449173.00138700,4555,85.56938000,2024194.65139650,0
1675065900000,23650.21000000,23655.00000000,23642.59000000,23650.18000000,115.19805000,1675065959999,2724264.00866020,3383,58.30230000,1378792.16358190,0
1675065960000,23650.95000000,23651.83000000,23642.00000000,23646.87000000,111.87562000,1675066019999,2645542.56547270,3293,53.16956000,1257320.86866010,0
1675066020000,23646.32000000,23657.97000000,23642.13000000,23654.81000000,141.53233000,1675066079999,3347262.79255250,3780,76.34129000,1805505.96613020,0
1675066080000,23654.81000000,23665.00000000,23653.37000000,23659.17000000,185.17711000,1675066139999,4381144.75817070,5077,89.80879000,2124840.79827190,0
1675066140000,23659.17000000,23665.00000000,23656.48000000,23663.69000000,118.42691000,1675066199999,2802099.50358990,3421,61.03997000,1444301.54751680,0
1675066200000,23663.07000000,23665.27000000,23657.05000000,23662.53000000,168.79001000,1675066259999,3993757.49624710,4413,90.45224000,2140265.17129930,0
1675066260000,23662.53000000,23676.98000000,23659.51000000,23674.20000000,168.15845000,1675066319999,3979777.61441540,5110,93.02644000,2201728.33270050,0
1675066320000,23673.57000000,23674.75000000,23665.80000000,23670.76000000,159.90865000,1675066379999,3785177.32536690,3922,82.26326000,1947266.45499090,0
1675066380000,23670.76000000,23671.19000000,23657.73000000,23663.47000000,119.77476000,1675066439999,2834327.84807310,3653,49.46047000,1170433.89595940,0
1675066440000,23664.78000000,23668.85000000,23661.33000000,23664.00000000,87.10657000,1675066499999,2061349.24592080,2774,43.66260000,1033279.84706790,0
1675066500000,23664.58000000,23669.51000000,23657.05000000,23660.71000000,119.23099000,1675066559999,2821322.69524470,3422,47.68261000,1128316.08244170,0
1675066560000,23659.96000000,23662.00000000,23653.58000000,23657.17000000,115.56228000,1675066619999,2733933.10897050,3513,52.27074000,1236625.65532240,0
1675066620000,23657.17000000,23666.40000000,23655.36000000,23663.06000000,103.37638000,1675066679999,2446045.36652260,3772,52.73849000,1247898.09676780,0
1675066680000,23663.65000000,23664.59000000,23651.43000000,23653.09000000,103.23377000,1675066739999,2442119.60554920,3388,43.42062000,1027194.76209250,0
1675066740000,23653.09000000,23653.19000000,23635.39000000,23638.76000000,140.00620000,1675066799999,3309871.04287630,4014,55.48355000,1311660.03889330,0
1675066800000,23638.76000000,23641.52000000,23632.45000000,23637.11000000,161.04595000,1675066859999,3806735.67220400,3917,53.14972000,1256369.84170400,0
1675066860000,23636.80000000,23637.52000000,23622.36000000,23630.64000000,264.27637000,1675066919999,6244999.18937500,5296,95.93361000,2267111.48758350,0
1675066920000,23629.75000000,23632.27000000,23615.10000000,23619.77000000,181.22775000,1675066979999,4280567.92148280,4810,86.56789000,2044750.09387790,0
1675066980000,23620.41000000,23622.56000000,23609.06000000,23615.81000000,315.35974000,1675067039999,7447386.35995020,5641,103.82244000,2451848.74371440,0
1675067040000,23615.81000000,23620.10000000,23613.08000000,23615.23000000,186.12780000,1675067099999,4395614.48703540,3789,106.44864000,2513911.66551630,0
1675067100000,23614.44000000,23616.14000000,23577.06000000,23580.54000000,787.58096000,1675067159999,18582405.15777170,10829,254.35488000,6001248.06921630,0
1675067160000,23579.72000000,23605.63000000,23545.83000000,23603.20000000,690.88023000,1675067219999,16287911.42484960,12299,305.57254000,7204831.08691660,0
1675067220000,23604.65000000,23612.36000000,23588.71000000,23602.96000000,324.17152000,1675067279999,7650822.48644270,7287,152.23328000,3593002.11397550,0
1675067280000,23602.98000000,23606.69000000,23579.34000000,23579.67000000,248.52435000,1675067339999,5863057.59612750,5926,104.23353000,2459145.96793020,0
1675067340000,23579.67000000,23581.15000000,23535.00000000,23550.92000000,919.47062000,1675067399999,21658468.59649210,14664,391.19728000,9214640.02759280,0
1675067400000,23550.92000000,23565.88000000,23507.00000000,23561.68000000,656.46737000,1675067459999,15450634.06222410,13867,302.37434000,7117334.43028950,0
1675067460000,23561.68000000,23578.03000000,23558.00000000,23575.09000000,280.45818000,1675067519999,6610044.90360130,6747,170.81125000,4025890.46888370,0
1675067520000,23573.64000000,23587.00000000,23570.00000000,23580.95000000,166.76871000,1675067579999,3932231.68935750,5037,85.11112000,2006867.77020690,0
1675067580000,23580.95000000,23584.76000000,23546.36000000,23559.11000000,331.83115000,1675067639999,7819408.69970160,6622,152.78088000,3600682.80803750,0
1675067640000,23559.11000000,23567.00000000,23547.07000000,23564.41000000,191.16596000,1675067699999,4503294.69013050,5427,99.43953000,2342530.98330650,0
1675067700000,23563.40000000,23586.41000000,23562.87000000,23578.85000000,199.95153000,1675067759999,4714484.96644530,6502,109.36213000,2578532.31728600,0
1675067760000,23578.85000000,23588.40000000,23566.84000000,23586.53000000,223.33720000,1675067819999,5266279.66650870,5665,114.57861000,2701838.13563240,0
1675067820000,23587.48000000,23599.22000000,23581.90000000,23589.43000000,241.70049000,1675067879999,5701866.95675350,6332,120.12640000,2833904.11161130,0
1675067880000,23588.88000000,23593.65000000,23583.80000000,23584.86000000,109.03030000,1675067939999,2571970.44918150,3717,56.67879000,1337050.25309790,0
1675067940000,23584.86000000,23596.87000000,23581.46000000,23586.28000000,121.50838000,1675067999999,2866377.15888160,4224,61.42221000,1448956.06481730,0
1675068000000,23584.93000000,23587.65000000,23576.23000000,23580.45000000,163.99080000,1675068059999,3867260.18078410,4554,68.42008000,1613544.70186310,0
1675068060000,23579.47000000,23594.89000000,23579.47000000,23591.83000000,138.56551000,1675068119999,3268347.13288530,4330,83.16293000,1961592.17874820,0
1675068120000,23591.83000000,23595.09000000,23580.63000000,23580.81000000,106.19943000,1675068179999,2505031.40654550,3709,47.48745000,1120189.47731030,0
1675068180000,23581.32000000,23583.01000000,23560.00000000,23564.61000000,264.81298000,1675068239999,6242507.05073590,6143,118.07245000,2783382.05008750,0
1675068240000,23564.61000000,23574.00000000,23562.06000000,23568.92000000,159.53652000,1675068299999,3759908.03055560,4252,85.46941000,2014364.20187300,0
1675068300000,23568.93000000,23581.35000000,23567.42000000,23580.36000000,119.95538000,1675068359999,2828151.11956970,3809,66.35643000,1564487.93301000,0
1675068360000,23580.36000000,23588.50000000,23576.46000000,23586.36000000,130.44159000,1675068419999,3076227.19370800,4020,70.14595000,1654303.23508740,0
1675068420000,23587.31000000,23588.66000000,23570.35000000,23585.96000000,186.42900000,1675068479999,4395783.22895230,4720,99.76615000,2352400.32906670,0
1675068480000,23585.17000000,23588.89000000,23573.25000000,23588.28000000,163.57203000,1675068539999,3857160.52231080,4703,88.24268000,2080891.57026730,0
1675068540000,23587.59000000,23589.00000000,23580.37000000,23583.18000000,124.99582000,1675068599999,2947941.94715400,4074,56.57069000,1334213.33099730,0
1675068600000,23583.18000000,23585.02000000,23568.02000000,23572.90000000,141.12129000,1675068659999,3327000.77964750,4152,62.68276000,1477780.34412330,0
